StichtagDatJahr,DatenstandCd,HalterId,AlterV10Cd,AlterV10Lang,AlterV10Sort,SexCd,SexLang,SexSort,KreisCd,KreisLang,KreisSort,QuarCd,QuarLang,QuarSort,Rasse1Text,Rasse2Text,RasseMischlingCd,RasseMischlingLang,RasseMischlingSort,RassentypCd,RassentypLang,RassentypSort,GebDatHundJahr,AlterVHundCd,AlterVHundLang,AlterVHundSort,SexHundCd,SexHundLang,SexHundSort,HundefarbeText,AnzHunde
2023,P,157421,30,30- bis 39-Jährige,4,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Boston Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,schwarz/weiss,1
2023,P,157422,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Zwergspitz,Siberian Husky,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,weiss,1
2023,P,157425,30,30- bis 39-Jährige,4,1,männlich,1,3,Kreis 3,3,34,Sihlfeld,34,Cane Corso,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,schwarz/braun/weiss,1
2023,P,157431,30,30- bis 39-Jährige,4,1,männlich,1,10,Kreis 10,10,101,Höngg,101,Shiba Inu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,blondfarben,1
2023,P,157433,20,20- bis 29-Jährige,3,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Golden Retriever,Labrador Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,fawn,1
2023,P,157435,30,30- bis 39-Jährige,4,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Shiba Inu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,rot,1
2023,P,157437,40,40- bis 49-Jährige,5,1,männlich,1,10,Kreis 10,10,102,Wipkingen,102,Labrador Retriever,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,braun,1
2023,P,157442,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Dachshund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2019,3,3-Jährige,3,1,männlich,1,schwarz/braun/weiss,1
2023,P,157443,30,30- bis 39-Jährige,4,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,schwarz/braun gestromt,1
2023,P,157444,30,30- bis 39-Jährige,4,1,männlich,1,6,Kreis 6,6,63,Oberstrass,63,Gonczy Polski,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,schwarz,1
2023,P,157451,50,50- bis 59-Jährige,6,2,weiblich,2,8,Kreis 8,8,81,Seefeld,81,Englische Bulldogge,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2016,6,6-Jährige,6,1,männlich,1,weiss,1
2023,P,157452,40,40- bis 49-Jährige,5,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Nihon Supittsu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,weiss,1
2023,P,157453,40,40- bis 49-Jährige,5,2,weiblich,2,4,Kreis 4,4,44,Hard,44,Deutscher Kleinspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,beige,1
2023,P,157454,20,20- bis 29-Jährige,3,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,grau,1
2023,P,157455,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,74,Witikon,74,Zwergschnauzer,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2015,7,7-Jährige,7,2,weiblich,2,weiss,1
2023,P,157460,20,20- bis 29-Jährige,3,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Border Collie,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,2,weiblich,2,schwarz/weiss,1
2023,P,157461,30,30- bis 39-Jährige,4,2,weiblich,2,1,Kreis 1,1,11,Rathaus,11,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,schwarz,1
2023,P,157462,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Beagle,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,beige,1
2023,P,157464,40,40- bis 49-Jährige,5,2,weiblich,2,3,Kreis 3,3,34,Sihlfeld,34,Boston Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,schwarz/weiss,1
2023,P,157466,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Nova Scotia Duck Tolling Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,rot/weiss,1
2023,P,157467,50,50- bis 59-Jährige,6,1,männlich,1,6,Kreis 6,6,61,Unterstrass,61,Shetland Sheepdog,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,schwarz/braun/weiss,1
2023,P,157468,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,63,Oberstrass,63,English Setter,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2015,7,7-Jährige,7,2,weiblich,2,weiss,1
2023,P,157471,30,30- bis 39-Jährige,4,1,männlich,1,11,Kreis 11,11,119,Seebach,119,Cavalier King Charles Spaniel,Zwergpudel,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,golden,1
2023,P,157472,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2018,4,4-Jährige,4,2,weiblich,2,schwarz/weiss,1
2023,P,157472,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,beige,1
2023,P,157475,40,40- bis 49-Jährige,5,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,schwarz,1
2023,P,157478,40,40- bis 49-Jährige,5,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,schwarz/weiss,1
2023,P,157479,50,50- bis 59-Jährige,6,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,West Highland White Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,weiss/creme,1
2023,P,157480,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Shiba Inu,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2016,6,6-Jährige,6,1,männlich,1,rot,1
2023,P,157482,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Parson Russell Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,weiss/braun,1
2023,P,157483,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,23,Leimbach,23,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2007,15,15-Jährige,15,2,weiblich,2,tricolor,1
2023,P,157484,60,60- bis 69-Jährige,7,1,männlich,1,2,Kreis 2,2,24,Enge,24,Beagle,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2009,13,13-Jährige,13,2,weiblich,2,tricolor,1
2023,P,157485,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Golden Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,weiss,1
2023,P,157486,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,115,Oerlikon,115,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,black/tan,1
2023,P,157487,30,30- bis 39-Jährige,4,2,weiblich,2,8,Kreis 8,8,82,Mühlebach,82,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2015,7,7-Jährige,7,1,männlich,1,beige,1
2023,P,157489,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Siberian Husky,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2018,4,4-Jährige,4,2,weiblich,2,schwarz/weiss,1
2023,P,157491,30,30- bis 39-Jährige,4,1,männlich,1,5,Kreis 5,5,52,Escher Wyss,52,Podengo Portugues,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,creme,1
2023,P,157492,50,50- bis 59-Jährige,6,1,männlich,1,6,Kreis 6,6,63,Oberstrass,63,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,tricolor,1
2023,P,157493,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Flat Coated Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157494,40,40- bis 49-Jährige,5,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Bolonka Zwetna,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,157495,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Dalmatiner,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,weiss/braun,1
2023,P,157497,40,40- bis 49-Jährige,5,1,männlich,1,5,Kreis 5,5,51,Gewerbeschule,51,Mudi,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2017,5,5-Jährige,5,2,weiblich,2,schwarz,1
2023,P,157498,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Malteser,Zwergpudel,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,creme,1
2023,P,157501,50,50- bis 59-Jährige,6,2,weiblich,2,12,Kreis 12,12,121,Saatlen,121,Siberian Husky,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,weiss/grau,1
2023,P,157502,40,40- bis 49-Jährige,5,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Mops,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,braun,1
2023,P,157506,30,30- bis 39-Jährige,4,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Labrador Retriever,Grosspudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,apricot,1
2023,P,157508,70,70- bis 79-Jährige,8,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Bernhardiner,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2011,11,11-Jährige,11,1,männlich,1,braun/weiss,1
2023,P,157508,70,70- bis 79-Jährige,8,1,männlich,1,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2018,4,4-Jährige,4,2,weiblich,2,weiss/schwarz,1
2023,P,157509,40,40- bis 49-Jährige,5,1,männlich,1,3,Kreis 3,3,31,Alt-Wiedikon,31,Beagle,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,tricolor,1
2023,P,157513,30,30- bis 39-Jährige,4,1,männlich,1,4,Kreis 4,4,41,Werd,41,Jack Russel Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,tricolor,1
2023,P,157514,60,60- bis 69-Jährige,7,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Foxterrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,weiss/schwarz,1
2023,P,157516,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Chihuahua,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2015,7,7-Jährige,7,2,weiblich,2,schwarz/weiss,1
2023,P,157516,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Deutscher Schäferhund,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2017,5,5-Jährige,5,2,weiblich,2,schwarz/weiss,1
2023,P,157517,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Golden Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,beige,1
2023,P,157519,20,20- bis 29-Jährige,3,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Deutsche Dogge,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,braun gestromt,1
2023,P,157525,20,20- bis 29-Jährige,3,1,männlich,1,8,Kreis 8,8,81,Seefeld,81,Berner Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz/braun/weiss,1
2023,P,157526,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,pied,1
2023,P,157528,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Deutscher Wachtelhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,rot,1
2023,P,157531,30,30- bis 39-Jährige,4,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2013,9,9-Jährige,9,2,weiblich,2,beige,1
2023,P,157532,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,44,Hard,44,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157533,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,92,Altstetten,92,Deutscher Kleinspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schwarz,1
2023,P,157534,40,40- bis 49-Jährige,5,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Deutscher Schäferhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,grau,1
2023,P,157538,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Beagle,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2012,10,10-Jährige,10,2,weiblich,2,braun/schwarz/weiss,1
2023,P,157541,20,20- bis 29-Jährige,3,2,weiblich,2,12,Kreis 12,12,122,Schwamendingen-Mitte,122,Bulldog,Cane Corso,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,braun,1
2023,P,157543,30,30- bis 39-Jährige,4,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Bulldog,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2017,5,5-Jährige,5,1,männlich,1,braun/weiss,1
2023,P,157543,30,30- bis 39-Jährige,4,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Englische Bulldogge,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2017,5,5-Jährige,5,2,weiblich,2,braun/weiss,1
2023,P,157544,20,20- bis 29-Jährige,3,2,weiblich,2,5,Kreis 5,5,52,Escher Wyss,52,Basenji,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,braun,1
2023,P,157546,50,50- bis 59-Jährige,6,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Beagle,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,1,männlich,1,tricolor,1
2023,P,157550,30,30- bis 39-Jährige,4,1,männlich,1,2,Kreis 2,2,21,Wollishofen,21,Zwergschnauzer,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,braun/weiss,1
2023,P,157551,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,weiss,1
2023,P,157552,20,20- bis 29-Jährige,3,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Whippet,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,blau/weiss,1
2023,P,157555,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Golden Retriever,Deutscher Schäferhund,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157557,30,30- bis 39-Jährige,4,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,rot/braun,1
2023,P,157559,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Malteser,Pudel,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,apricot,1
2023,P,157561,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Petit Brabançon,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2010,12,12-Jährige,12,1,männlich,1,rot,1
2023,P,157561,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,73,Hirslanden,73,Petit Brabançon,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,black/tan,1
2023,P,157562,30,30- bis 39-Jährige,4,2,weiblich,2,7,Kreis 7,7,72,Hottingen,72,Miniature Australian Shepherd,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,red merle,1
2023,P,157569,40,40- bis 49-Jährige,5,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Shih Tzu,Malteser,2,"Mischling, beide Rassen bekannt",2,K,Kleinwüchsig,1,2018,4,4-Jährige,4,2,weiblich,2,grau/weiss,1
2023,P,157572,30,30- bis 39-Jährige,4,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,schwarz/braun,1
2023,P,157573,50,50- bis 59-Jährige,6,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Airedale Terrier,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,black/tan,1
2023,P,157574,40,40- bis 49-Jährige,5,2,weiblich,2,2,Kreis 2,2,21,Wollishofen,21,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,schwarz/rot,1
2023,P,157575,30,30- bis 39-Jährige,4,1,männlich,1,11,Kreis 11,11,111,Affoltern,111,Zwergpudel,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,1,männlich,1,rehbraun,1
2023,P,157577,30,30- bis 39-Jährige,4,1,männlich,1,9,Kreis 9,9,91,Albisrieden,91,Deutscher Boxer,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2013,9,9-Jährige,9,1,männlich,1,hellbraun,1
2023,P,157581,30,30- bis 39-Jährige,4,2,weiblich,2,4,Kreis 4,4,44,Hard,44,Französische Bulldogge,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss gestromt,1
2023,P,157582,40,40- bis 49-Jährige,5,2,weiblich,2,9,Kreis 9,9,91,Albisrieden,91,Boston Terrier,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,dunkel gestromt,1
2023,P,157583,40,40- bis 49-Jährige,5,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Weisser Schäferhund (Berger Blanc Suisse),Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,weiss,1
2023,P,157584,20,20- bis 29-Jährige,3,2,weiblich,2,3,Kreis 3,3,33,Friesenberg,33,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2019,3,3-Jährige,3,2,weiblich,2,schwarz/braun,1
2023,P,157585,60,60- bis 69-Jährige,7,2,weiblich,2,10,Kreis 10,10,101,Höngg,101,Labrador Retriever,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157588,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Yorkshire Terrier,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,schwarz/braun/weiss,1
2023,P,157590,40,40- bis 49-Jährige,5,2,weiblich,2,8,Kreis 8,8,83,Weinegg,83,Rottweiler,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,black/tan,1
2023,P,157592,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Berner Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,1,männlich,1,schwarz,1
2023,P,157592,60,60- bis 69-Jährige,7,1,männlich,1,11,Kreis 11,11,115,Oerlikon,115,Berner Sennenhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz,1
2023,P,157593,60,60- bis 69-Jährige,7,2,weiblich,2,12,Kreis 12,12,123,Hirzenbach,123,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,157597,20,20- bis 29-Jährige,3,1,männlich,1,3,Kreis 3,3,31,Alt-Wiedikon,31,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2011,11,11-Jährige,11,1,männlich,1,tricolor,1
2023,P,157600,60,60- bis 69-Jährige,7,1,männlich,1,7,Kreis 7,7,72,Hottingen,72,Golden Retriever,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2015,7,7-Jährige,7,1,männlich,1,weiss,1
2023,P,157601,30,30- bis 39-Jährige,4,1,männlich,1,7,Kreis 7,7,73,Hirslanden,73,Dachshund,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,rot,1
2023,P,157604,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Malteser,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,weiss,1
2023,P,157608,30,30- bis 39-Jährige,4,2,weiblich,2,3,Kreis 3,3,31,Alt-Wiedikon,31,Podenco Ibicenco,Unbekannt,3,"Mischling, sekundäre Rasse unbekannt",3,I,Rassentypenliste I,2,2019,3,3-Jährige,3,1,männlich,1,rot/weiss,1
2023,P,157609,30,30- bis 39-Jährige,4,2,weiblich,2,10,Kreis 10,10,102,Wipkingen,102,Labrador Retriever,Pudel,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2018,4,4-Jährige,4,1,männlich,1,braun,1
2023,P,157611,30,30- bis 39-Jährige,4,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Zwergspitz,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,orange,1
2023,P,157614,40,40- bis 49-Jährige,5,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Chihuahua,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,1,männlich,1,brindle,1
2023,P,157616,40,40- bis 49-Jährige,5,2,weiblich,2,9,Kreis 9,9,92,Altstetten,92,Labrador Retriever,Australian Shepherd,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,red merle,1
2023,P,157618,40,40- bis 49-Jährige,5,1,männlich,1,4,Kreis 4,4,42,Langstrasse,42,Mops,Keine,1,Rassehund,1,K,Kleinwüchsig,1,2021,1,1-Jährige,1,2,weiblich,2,schwarz/weiss,1
2023,P,157619,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,119,Seebach,119,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,K,Kleinwüchsig,1,2020,2,2-Jährige,2,2,weiblich,2,weiss,1
2023,P,157624,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Pudel,Golden Retriever,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157625,30,30- bis 39-Jährige,4,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Deutscher Schäferhund,Keine,1,Rassehund,1,I,Rassentypenliste I,2,2021,1,1-Jährige,1,1,männlich,1,schwarz,1
2023,P,157626,50,50- bis 59-Jährige,6,2,weiblich,2,6,Kreis 6,6,61,Unterstrass,61,Unbekannt,Unbekannt,4,"Mischling, beide Rassen unbekannt",4,I,Rassentypenliste I,2,2020,2,2-Jährige,2,2,weiblich,2,schwarz/weiss,1
2023,P,157627,20,20- bis 29-Jährige,3,2,weiblich,2,11,Kreis 11,11,111,Affoltern,111,Dogo Canario,Bulldog,2,"Mischling, beide Rassen bekannt",2,I,Rassentypenliste I,2,2021,1,1-Jährige,1,2,weiblich,2,dunkelbraun,1
